gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
Female,9,OFF-Data Entry Keyers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Pennsylvania/PA,19,0,0,4.21,6.78,4.86,9.21,1.7
Female,Associate's degree,CON-First-Line Supervisors Of Construction Trades And Extraction Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,20,50000,45,8.93,5.79,5.34,1.46,8.28
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",Vietnamese alone,"Civilian employed, with a job but not at work",California/CA,21,2500,8,8.17,6.39,1.45,7.35,6.81
Female,3,EAT-Food Preparation Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Arizona/AZ,21,0,0,3.42,6.47,7.83,4.49,3.2
Female,N/A (less than 3 years old),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Colorado/CO,18,22000,15,2.59,8.64,2.69,6.3,4.13
Female,Regular high school diploma,PRD-Other Assemblers And Fabricators,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,Not in Labor Force,Missouri/MO,22,16300,14,3.8,7.68,7.77,9.44,6.86
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Maryland/MD,24,28000,40,5.9,3.19,0.55,8.06,1.05
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, with a job but not at work",Ohio/OH,19,2000,8,2.68,6.82,3.78,6.66,9.5
Female,Bachelor's degree,SAL-First-Line Supervisors Of Retail Sales Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Chinese alone,"Civilian employed, at work",Minnesota/MN,21,50000,40,6.24,4.13,9.85,9.69,4.03
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Georgia/GA,22,0,0,4.09,1.73,1.2,9.97,2.94
Female,Regular high school diploma,TRN-Stockers And Order Fillers,"RET-Building Material And Supplies Dealers, Except Hardware Retailers",White; American Indian and Alaska Native,Unemployed,Florida/FL,19,0,0,5.52,6.04,3.23,7.31,8.55
Female,Regular high school diploma,"TRN-Laborers And Freight, Stock, And Material Movers, Hand","ENT-Other Amusement, Gambling, And Recreation Industries",White; Black or African American,Not in Labor Force,New Hampshire/NH,21,39000,5,4.36,2.14,5.53,6.96,4.85
Female,12th grade - no diploma,"SCI-Physical Scientists, All Other",INF-Motion Pictures And Video Industries,White alone,"Civilian employed, at work",Minnesota/MN,20,19200,24,2.94,9.82,6.77,1.24,8.71
Female,Regular high school diploma,CLN-Maids And Housekeeping Cleaners,MED-Other Health Care Services,White; Black or African American,"Civilian employed, at work",North Dakota/ND,24,15000,24,9.48,5.9,5.95,5.52,0.58
Female,Regular high school diploma,SAL-First-Line Supervisors Of Non-Retail Sales Workers,"FIN-Securities, Commodities, Funds, Trusts, And Other Financial Investments",Black or African American alone,"Civilian employed, at work",Florida/FL,22,70000,50,7.64,4.32,3.16,8.81,4.87
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",White alone,Not in Labor Force,Ohio/OH,21,12000,40,1.4,9.41,4.32,6.85,5.09
Female,N/A (less than 3 years old),"RPR-Maintenance And Repair Workers, General","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Some Other Race alone,"Civilian employed, at work",California/CA,23,30000,40,8.68,0.62,5.84,5.15,6.43
Female,Grade 11,"MGR-Farmers, Ranchers, And Other Agricultural Managers","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White; Some Other Race,"Civilian employed, at work",New Mexico/NM,23,26000,36,4.87,7.85,0.79,0.95,5.0
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",California/CA,22,38000,40,8.95,4.53,2.8,8.83,6.9
Female,Regular high school diploma,MGR-Food Service Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Florida/FL,22,29100,25,8.0,6.61,0.41,3.38,9.88
Female,"1 or more years of college credit, no degree",FIN-Financial And Investment Analysts,"PRF-Advertising, Public Relations, And Related Services",White alone,"Civilian employed, at work",New Jersey/NJ,23,40000,40,4.25,8.44,7.3,8.02,9.98
Female,Master's degree,OFF-First-Line Supervisors Of Office And Administrative Support Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",New Jersey/NJ,20,4000,20,0.22,5.51,2.96,8.11,5.42
Female,"Some college, but less than 1 year","PRD-Miscellaneous Production Workers, Including Equipment Operators And Tenders",INF-Motion Pictures And Video Industries,White alone,"Civilian employed, at work",Tennessee/TN,20,11800,30,2.69,5.21,3.82,9.58,2.59
Female,"1 or more years of college credit, no degree","CMM-Computer Occupations, All Other",MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,"Civilian employed, at work",Texas/TX,21,15600,20,5.42,9.83,0.61,1.89,6.67
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Delaware/DE,18,5000,30,6.33,0.32,0.51,9.5,1.05
Female,Master's degree,MED-Registered Nurses,SRV-Other Personal Services,White alone,"Civilian employed, at work",Tennessee/TN,20,3300,25,2.58,4.32,8.82,5.53,2.9
Female,Doctorate degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),ENT-Traveler Accommodation,Black or African American alone,"Civilian employed, at work",Florida/FL,22,32000,37,1.39,8.27,4.8,5.96,2.6
Female,Master's degree,MGR-General And Operations Managers,RET-Pharmacies And Drug Retailers,Asian Indian alone,Not in Labor Force,Oklahoma/OK,23,0,0,8.35,7.05,7.68,5.01,1.61
Female,Bachelor's degree,EAT-Cooks,EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Louisiana/LA,24,13000,30,9.84,9.55,8.71,5.91,5.4
Female,Bachelor's degree,FIN-Accountants And Auditors,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Mississippi/MS,21,0,0,5.26,0.53,0.32,4.02,5.48
Female,Regular high school diploma,BUS-Training And Development Specialists,"ENT-Recreational Vehicle Parks And Camps, And Rooming And Boarding Houses, Dormitories, And Workers' Camps",White alone,Not in Labor Force,Indiana/IN,20,8000,0,1.72,6.09,9.44,5.57,9.97
Female,Bachelor's degree,"RPR-Helpers--Installation, Maintenance, And Repair Workers",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New York/NY,21,5000,0,2.72,0.72,3.16,1.46,1.85
Female,Associate's degree,TRN-Stockers And Order Fillers,MED-Home Health Care Services,White alone,"Civilian employed, at work",Minnesota/MN,23,35000,40,0.18,3.74,5.99,2.65,3.24
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Services To Buildings And Dwellings, Except Landscaping Services",White; Some Other Race,Not in Labor Force,Wisconsin/WI,24,1400,0,9.14,6.11,3.48,5.11,6.36
Female,"Some college, but less than 1 year",HLS-Home Health Aides,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",Arizona/AZ,22,40000,40,1.18,3.51,9.04,1.81,0.79
Female,Associate's degree,SAL-First-Line Supervisors Of Non-Retail Sales Workers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Ohio/OH,24,225000,32,5.77,4.69,9.25,1.83,9.04
Female,Associate's degree,CLN-Maids And Housekeeping Cleaners,ENT-Traveler Accommodation,Black or African American alone,"Civilian employed, at work",California/CA,24,20000,40,2.74,0.69,3.08,2.05,6.26
Female,Bachelor's degree,FIN-Accountants And Auditors,"PRF-Services To Buildings And Dwellings, Except Landscaping Services",White alone,"Civilian employed, at work",North Carolina/NC,23,21600,40,5.54,1.6,8.93,9.32,6.94
Female,4,CLN-Janitors And Building Cleaners,"INF-Telecommunications, Except Wired Telecommunications Carriers",White; Some Other Race,"Civilian employed, at work",Georgia/GA,20,20000,40,6.51,6.77,7.61,9.18,0.21
Female,2,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),Black or African American alone,Not in Labor Force,California/CA,24,5200,20,8.3,0.86,6.5,2.82,0.87
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Agricultural Implement,American Indian and Alaska Native alone,"Civilian employed, at work",Georgia/GA,23,67000,44,2.06,6.16,4.53,3.59,6.24
Female,Regular high school diploma,SAL-Retail Salespersons,"FIN-Monetary Authorities-Central Bank, And Commerical Banking",White; Some Other Race,"Civilian employed, at work",Iowa/IA,21,21000,40,0.11,7.12,1.41,8.35,4.49
Female,Regular high school diploma,"LGL-Lawyers, And Judges, Magistrates, And Other Judicial Workers",MED-Outpatient Care Centers,White alone,"Civilian employed, at work",Connecticut/CT,23,48000,40,1.37,7.3,3.05,9.05,8.59
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"FIN-Lessors Of Real Estate, And Offices Of Real Estate Agents And Brokers",White alone,"Civilian employed, at work",North Carolina/NC,21,20000,35,9.0,1.83,0.43,6.65,0.3
Female,Regular high school diploma,"SAL-Sales Representatives, Wholesale And Manufacturing",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New York/NY,18,0,0,8.74,1.14,7.17,5.12,5.46
Female,Bachelor's degree,MGR-Human Resources Managers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Indiana/IN,23,40000,40,5.97,2.45,9.71,6.52,5.07
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Tennessee/TN,20,4,35,6.01,6.02,2.94,6.42,4.11
Female,1,SAL-Real Estate Brokers And Sales Agents,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,18,0,0,6.65,5.92,2.57,0.37,1.17
Female,Bachelor's degree,HLS-Medical Transcriptionists,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Minnesota/MN,21,14000,9,1.75,0.5,9.72,4.28,7.86
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Home Health Care Services,White alone,"Civilian employed, at work",Hawaii/HI,21,2130,3,9.14,0.89,9.25,5.19,1.65
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,Not in Labor Force,Florida/FL,19,12500,40,4.19,9.01,1.18,7.79,9.96
Female,GED or alternative credential,TRN-Driver/Sales Workers And Truck Drivers,"PRF-Services To Buildings And Dwellings, Except Landscaping Services",White; Black or African American,"Civilian employed, at work",Tennessee/TN,20,25170,40,3.83,4.68,7.44,7.19,4.09
Female,Associate's degree,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Minnesota/MN,18,0,0,5.19,6.03,5.03,3.38,9.88
Female,1,EAT-Cooks,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Some Other Race,Not in Labor Force,New York/NY,19,960,16,0.47,7.99,1.49,1.73,1.72
Female,Grade 11,MGR-Financial Managers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Florida/FL,21,7000,15,1.66,2.37,2.29,0.87,5.42
Female,"Some college, but less than 1 year",PRS-Childcare Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,18,20000,30,7.38,4.06,0.81,6.37,4.87
Female,Grade 8,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Arkansas/AR,24,0,0,0.83,9.55,4.48,9.87,3.13
Female,Grade 7,MED-Cardiovascular Technologists and Technicians,EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Florida/FL,18,3500,50,6.03,7.15,6.1,6.11,9.66
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",California/CA,21,10000,20,2.45,0.85,3.32,8.24,6.6
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",Minnesota/MN,21,35400,40,3.89,1.54,1.86,4.67,2.28
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,Other Asian alone,"Civilian employed, at work",Florida/FL,23,10000,32,2.89,6.2,3.51,6.95,7.34
Female,Bachelor's degree,SAL-Cashiers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Tennessee/TN,18,20000,50,3.56,2.5,8.0,5.97,5.14
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Gift, Novelty, And Souvenir Retailers",White alone,Not in Labor Force,Massachusetts/MA,18,2000,20,7.19,5.87,8.82,6.02,2.78
Female,N/A (less than 3 years old),EDU-Other Teachers and Instructors,AGR-Crop Production,Other Asian alone,"Civilian employed, at work",California/CA,23,30000,60,2.97,5.27,0.4,8.2,3.86
